id,type,name,latitude_deg,longitude_deg,elevation_ft,iso_country,municipality,scheduled_service,iata_code,local_code
12243,medium_airport,Aleknagik / New Airport,59.2826004028,-158.617996216,66,US,Aleknagik,yes,WKK,5A8
3,large_airport,Honiara International Airport,-9.428,160.054993,28,SB,Honiara,yes,HIR,
4,medium_airport,Munda Airport,-8.32797,157.263,10,SB,Munda,yes,MUA,
312371,medium_airport,Hongyuan Airport,32.53154,102.35224,11600,CN,Aba,no,AHJ,
8,medium_airport,Nauru International Airport,-0.547458,166.919006,22,NR,Yaren District,yes,INU,
314558,medium_airport,Alxa Left Banner Bayanhot Airport,38.74831,105.58858,4560,CN,Bayanhot,yes,AXF,
53,medium_airport,Buka Airport,-5.4223198890686,154.673004150391,11,PG,Buka Island,yes,BUA,
54,medium_airport,Chimbu Airport,-6.02429008483887,144.970993041992,4974,PG,Kundiawa,yes,CMU,
55,medium_airport,Daru Airport,-9.08675956726,143.207992554,20,PG,Daru,yes,DAU,
56,medium_airport,Goroka Airport,-6.08168983459,145.391998291,5282,PG,Goronka,yes,GKA,
57,medium_airport,Gurney Airport,-10.3114995956,150.333999634,88,PG,Gurney,yes,GUR,
58,medium_airport,Girua Airport,-8.80453968048,148.309005737,311,PG,Popondetta,yes,PNP,
59,medium_airport,Kimbe Airport,-5.46217012405396,150.404998779297,66,PG,Hoskins,yes,HKN,
60,medium_airport,Kerema Airport,-7.96361017227,145.770996094,10,PG,Kerema,yes,KMA,
61,medium_airport,Kavieng Airport,-2.57940006256,150.807998657,7,PG,Kavieng,yes,KVG,
62,medium_airport,Madang Airport,-5.20707988739,145.789001465,20,PG,Madang,yes,MAG,
63,medium_airport,Mount Hagen Kagamuga Airport,-5.82678985595703,144.296005249023,5388,PG,Mount Hagen,yes,HGU,
64,medium_airport,Mendi Airport,-6.14774,143.656998,5680,PG,Mendi,yes,MDU,
65,medium_airport,Momote Airport,-2.06189,147.423996,12,PG,Manus Island,yes,MAS,
66,medium_airport,Nadzab Airport,-6.569803,146.725977,239,PG,Lae,yes,LAE,
67,large_airport,Port Moresby Jacksons International Airport,-9.44338035583496,147.220001220703,146,PG,Port Moresby,yes,POM,
68,medium_airport,Tokua Airport,-4.34046,152.380005,49,PG,Kokopo,yes,RAB,
69,medium_airport,Vanimo Airport,-2.6926,141.3028,10,PG,Vanimo,yes,VAI,
70,medium_airport,Wapenamanda Airport,-5.6433,143.895004,5889,PG,Wapenamanda,yes,WBM,
71,medium_airport,Wewak International Airport,-3.58383011818,143.669006348,19,PG,Wewak,yes,WWK,
44941,medium_airport,Zabrat Airport,40.4955422161,49.9768066406,36,AZ,Baku,no,ZXT,
27301,medium_airport,Benguera Island Airport,-21.8533000946045,35.4383010864258,,MZ,Benguera Island,yes,BCW,
111,medium_airport,Bezmer Air Base,42.4548988342,26.3521995544,509,BG,Yambol,no,JAM,
31697,medium_airport,Aasiaat Airport,68.7218017578,-52.7846984863,74,GL,Aasiaat,yes,JEG,
113,medium_airport,Narsarsuaq Airport,61.1604995728,-45.4259986877,112,GL,Narsarsuaq,yes,UAK,
114,medium_airport,Godthaab / Nuuk Airport,64.19090271,-51.6781005859,283,GL,Nuuk,yes,GOH,
115,medium_airport,Kangerlussuaq Airport,67.0122218992,-50.7116031647,165,GL,Kangerlussuaq,yes,SFJ,
31700,medium_airport,Sisimiut Airport,66.951302,-53.729301,33,GL,Sisimiut,yes,JHS,
116,medium_airport,Thule Air Base,76.5311965942,-68.7032012939,251,GL,Thule,yes,THU,
117,medium_airport,Akureyri Airport,65.6600036621094,-18.0727005004883,6,IS,Akureyri,yes,AEY,
119,medium_airport,Egilsstaðir Airport,65.2833023071289,-14.4013996124268,76,IS,Egilsstaðir,yes,EGS,
120,medium_airport,Hornafjörður Airport,64.295601,-15.2272,24,IS,Höfn,yes,HFN,
121,medium_airport,Húsavík Airport,65.952301,-17.426001,48,IS,Húsavík,yes,HZK,
122,medium_airport,Ísafjörður Airport,66.0580978393555,-23.1352996826172,8,IS,Ísafjörður,yes,IFJ,
123,large_airport,Keflavik International Airport,63.985001,-22.6056,171,IS,Reykjavík,yes,KEF,
125,medium_airport,Reykjavik Airport,64.1299972534,-21.9405994415,48,IS,Reykjavik,yes,RKV,
126,medium_airport,Siglufjörður Airport,66.137847,-18.908157,10,IS,Siglufjörður,no,SIJ,
128,medium_airport,Vestmannaeyjar Airport,63.4243011474609,-20.2789001464844,326,IS,Vestmannaeyjar,no,VEY,
4614,large_airport,Priština Adem Jashari International Airport,42.5728,21.035801,1789,XK,Prishtina,yes,PRN,
333222,medium_airport,Glauber de Andrade Rocha Airport,-14.907885,-40.914804,2940,BR,Vitória da Conquista,yes,VDC,BA0005
42216,medium_airport,Big Creek Airport,16.519369,-88.407913,22,BZ,Big Creek,yes,BGK,
30861,medium_airport,Caye Caulker Airport,17.734699,-88.032501,2,BZ,Caye Caulker,yes,CUK,
30867,medium_airport,Caye Chapel Airport,17.683792,-88.044985,3,BZ,Caye Chapel,yes,CYC,
42209,medium_airport,Corozal Municipal Airport,18.3822002410889,-88.4119033813477,40,BZ,Corozal,yes,CZH,
42207,medium_airport,Dangriga Airport,16.9825096130371,-88.2309875488281,508,BZ,Dangriga,yes,DGA,
42217,medium_airport,Placencia Airport,16.5369567871094,-88.3615112304688,3,BZ,Placencia,yes,PLJ,
35305,medium_airport,Punta Gorda Airport,16.102399826,-88.8082962036,7,BZ,Punta Gorda,yes,PND,
42210,medium_airport,Sartaneja Airport,18.3561000823975,-88.1307983398438,3,BZ,Sartaneja,yes,SJX,
32370,medium_airport,John Greif II Airport,17.9139,-87.9711,4,BZ,San Pedro,yes,SPR,
42215,medium_airport,Sir Barry Bowen Municipal Airport,17.51639,-88.194443,8,BZ,Belize City,yes,TZA,
27300,medium_airport,Bazaruto Island Airport,-21.5411,35.4729,,MZ,Bazaruto Island,no,BZB,
44127,medium_airport,Yuanmou Air Base,25.737499237061,101.88200378418,3810,CN,Yuanmou,no,YUA,
44100,medium_airport,Zhangjiakou Ningyuan Airport,40.7386016846,114.930000305,2347,CN,Zhangjiakou,yes,ZQZ,
44103,medium_airport,Baoshan Yunduan Airport,25.053301,99.168297,5453,CN,Baoshan,yes,BSD,
44116,medium_airport,Lintsang Airfield,23.7381000519,100.025001526,6230,CN,Lincang,yes,LNJ,
44122,medium_airport,Shigatse Air Base,29.3519,89.311401,3782,CN,Xigazê,yes,RKZ,
44126,medium_airport,Bao'anying Airport,26.54,101.79852,1620,CN,Panzhihua,yes,PZI,
44139,medium_airport,Foshan Shadi Airport,23.0833,113.07,6,CN,Foshan (Nanhai),yes,FUO,
323907,medium_airport,Xinyang Minggang Airport,32.540819,114.079141,312,CN,Xinyang,yes,XAI,
44146,medium_airport,Huizhou Pingtan Airport,23.049999,114.599998,50,CN,Huizhou (Pingtan),yes,HUZ,
44157,medium_airport,Shaoguan Guitou Airport,24.9786,113.420998,280,CN,Ruyuan Yao Autonomous County (Shaoguan),no,HSC,
44159,medium_airport,Jinggangshan Airport,26.8568992615,114.736999512,281,CN,Ji'an,yes,JGS,
44160,medium_airport,Baise Youjiang Airport,23.7206,106.959999,490,CN,Baise (Tianyang),yes,AEB,
44169,medium_airport,Dongying Shengli Airport,37.5085983276,118.788002014,15,CN,Dongying,no,DOY,
44182,medium_airport,Xingcheng Air Base,40.580328,120.700374,30,CN,"Xingcheng, Huludao",no,XEN,
44191,medium_airport,Altay Airport,47.749886,88.085808,2460,CN,Altay,yes,AAT,
44208,medium_airport,Tianshui Maijishan Airport,34.559399,105.860001,3590,CN,Tianshui,yes,THQ,
44221,medium_airport,Zhangye Ganzhou Airport,38.8018989563,100.675003052,5280,CN,Zhangye,yes,YZY,
44267,medium_airport,Dandong Langtou Airport,40.0247,124.286003,30,CN,"Zhenxing, Dandong",yes,DDG,
44646,medium_airport,Lefkoniko Airport / Geçitkale Air Base,35.235947,33.724358,146,CY,Geçitkale,yes,GEC,
1652,medium_airport,Cat Lake Airport,51.7271995544434,-91.8244018554688,1344,CA,Cat Lake,yes,YAC,
1654,medium_airport,Fort Frances Municipal Airport,48.6542015075684,-93.439697265625,1125,CA,Fort Frances,yes,YAG,
1655,medium_airport,La Grande-4 Airport,53.754699707,-73.6753005981,1005,CA,La Grande-4,no,YAH,
1656,medium_airport,Alert Bay Airport,50.5821990966797,-126.916000366211,240,CA,Alert Bay,no,YAL,
1657,medium_airport,Sault Ste Marie Airport,46.485001,-84.509399,630,CA,Sault Ste Marie,yes,YAM,
1658,medium_airport,Kasabonika Airport,53.5247001647949,-88.6427993774414,672,CA,Kasabonika,yes,XKS,
1659,medium_airport,Kangirsuk Airport,60.0271987915039,-69.9991989135742,403,CA,Kangirsuk,yes,YKG,
1660,medium_airport,Attawapiskat Airport,52.9275016784668,-82.4319000244141,31,CA,Attawapiskat,yes,YAT,
1665,medium_airport,St. Anthony Airport,51.3918991089,-56.0830993652,108,CA,St. Anthony,yes,YAY,
1666,medium_airport,Tofino / Long Beach Airport,49.079833,-125.775583,80,CA,Tofino,yes,YAZ,
1668,medium_airport,Kugaaruk Airport,68.534401,-89.808098,56,CA,Kugaaruk,yes,YBB,
1669,medium_airport,Baie-Comeau Airport,49.1325,-68.204399,71,CA,Baie-Comeau,yes,YBC,YBC
1670,medium_airport,Bella Coola Airport,52.387501,-126.596001,117,CA,Bella Coola,yes,QBC,
1671,medium_airport,Uranium City Airport,59.5614013671875,-108.481002807617,1044,CA,Uranium City,yes,YBE,
1672,medium_airport,Bonnyville Airport,54.304199,-110.744003,1836,CA,Bonnyville,yes,YBY,
1673,medium_airport,CFB Bagotville,48.3306007385254,-70.9963989257813,522,CA,Bagotville,yes,YBG,
1674,medium_airport,Baker Lake Airport,64.2988967896,-96.077796936,59,CA,Baker Lake,yes,YBK,
1675,medium_airport,Campbell River Airport,49.950802,-125.271004,346,CA,Campbell River,yes,YBL,YBL
1677,medium_airport,Tadoule Lake Airport,58.7061,-98.512199,923,CA,Tadoule Lake,yes,XTL,
1678,medium_airport,Brandon Municipal Airport,49.91,-99.951897,1343,CA,Brandon,yes,YBR,
1679,medium_airport,Brochet Airport,57.8894,-101.679001,1136,CA,Brochet,yes,YBT,
1681,medium_airport,Berens River Airport,52.358898,-97.018303,728,CA,Berens River,yes,YBV,
1683,medium_airport,Lourdes de Blanc Sablon Airport,51.4435997009,-57.1852989197,121,CA,Lourdes-De-Blanc-Sablon,yes,YBX,
1684,medium_airport,Cartwright Airport,53.6828002929687,-57.0419006347656,40,CA,Cartwright,yes,YRF,
1685,medium_airport,Cambridge Bay Airport,69.1081008911,-105.138000488,90,CA,Cambridge Bay,yes,YCB,
1686,medium_airport,Cornwall Regional Airport,45.0928001403809,-74.5633010864258,175,CA,Cornwall,no,YCC,
1687,large_airport,Nanaimo International Air And Space Port / RCAF Nanaimo Base,49.05497,-123.869863,92,CA,Nanaimo,yes,YCD,
1688,medium_airport,Centralia / James T. Field Memorial Aerodrome,43.285599,-81.508301,824,CA,Centralia,no,YCE,CYCE
1689,medium_airport,Castlegar/West Kootenay Regional Airport,49.2963981628,-117.632003784,1624,CA,Castlegar,yes,YCG,
1690,medium_airport,Miramichi Airport,47.007801,-65.449203,108,CA,Miramichi,yes,YCH,
1691,medium_airport,Charlo Airport,47.990799,-66.330299,132,CA,Charlo,yes,YCL,
1692,medium_airport,Cochrane Airport,49.105598449707,-81.0136032104492,861,CA,Cochrane,no,YCN,
1693,medium_airport,Kugluktuk Airport,67.816704,-115.143997,74,CA,Kugluktuk,yes,YCO,
1695,medium_airport,Chetwynd Airport,55.687198638916,-121.626998901367,2000,CA,Chetwynd,no,YCQ,
1696,medium_airport,Cross Lake (Charlie Sinclair Memorial) Airport,54.6105995178223,-97.7608032226562,709,CA,Cross Lake,no,YCR,
1697,medium_airport,Chesterfield Inlet Airport,63.3469009399,-90.7311019897,32,CA,Chesterfield Inlet,yes,YCS,
1701,medium_airport,Clyde River Airport,70.4860992432,-68.5167007446,87,CA,Clyde River,yes,YCY,
1703,medium_airport,Dawson City Airport,64.043098449707,-139.128005981445,1215,CA,Dawson City,yes,YDA,
1704,medium_airport,Burwash Airport,61.3711013793945,-139.041000366211,2647,CA,Burwash,no,YDB,
1706,medium_airport,Deer Lake Airport,49.2108001708984,-57.3913993835449,72,CA,Deer Lake,yes,YDF,
1709,medium_airport,Ross River Airport,61.9706001282,-132.42300415,2314,CA,Ross River,no,XRR,YDM
1710,medium_airport,Dauphin Barker Airport,51.1007995605469,-100.052001953125,999,CA,Dauphin,yes,YDN,
1711,medium_airport,Dolbeau St Felicien Airport,48.778499603271,-72.375,372,CA,Dolbeau-St-Félicien,no,YDO,
1712,medium_airport,Nain Airport,56.5491981506348,-61.6803016662598,22,CA,Nain,yes,YDP,
1713,medium_airport,Dawson Creek Airport,55.7422981262207,-120.182998657227,2148,CA,Dawson Creek,yes,YDQ,
1717,large_airport,Edmonton International Airport,53.3097000122,-113.580001831,2373,CA,Edmonton,yes,YEG,CYEG
1718,medium_airport,Arviat Airport,61.0942001343,-94.0708007812,32,CA,Arviat,yes,YEK,
1719,medium_airport,Elliot Lake Municipal Airport,46.351398468,-82.5614013672,1087,CA,Elliot Lake,no,YEL,
1720,medium_airport,Manitoulin East Municipal Airport,45.842435,-81.857595,869,CA,Sheguiandah,no,YEM,
1721,medium_airport,Estevan Airport,49.2103004456,-102.966003418,1905,CA,Estevan,no,YEN,
1722,medium_airport,Fort Severn Airport,56.0189018249512,-87.6761016845703,48,CA,Fort Severn,yes,YER,
1724,medium_airport,Edson Airport,53.5788993835,-116.464996338,3043,CA,Edson,no,YET,
1726,medium_airport,Inuvik Mike Zubko Airport,68.3041992188,-133.483001709,224,CA,Inuvik,yes,YEV,
1727,medium_airport,Amos/Magny Airport,48.563903,-78.249702,1068,CA,Amos,no,YEY,
1728,medium_airport,Fort Albany Airport,52.2014007568359,-81.6968994140625,48,CA,Fort Albany,yes,YFA,
1729,medium_airport,Iqaluit Airport,63.756402,-68.555801,110,CA,Iqaluit,yes,YFB,
1730,medium_airport,Fredericton Airport,45.8689002990723,-66.5372009277344,68,CA,Fredericton,yes,YFC,
1732,medium_airport,Forestville Airport,48.7461013793945,-69.0971984863281,293,CA,Forestville,no,YFE,
1733,medium_airport,Fort Hope Airport,51.5619010925293,-87.9077987670899,899,CA,Fort Hope,yes,YFH,
1734,medium_airport,La Macaza / Mont-Tremblant International Inc Airport,46.409401,-74.779999,827,CA,Rivière Rouge,yes,YTM,
1735,medium_airport,Flin Flon Airport,54.6781005859375,-101.681999206543,997,CA,Flin Flon,yes,YFO,
1736,medium_airport,Fort Resolution Airport,61.1808013916,-113.690002441,526,CA,Fort Resolution,no,YFR,
1737,medium_airport,Fort Simpson Airport,61.7602005004883,-121.236999511719,555,CA,Fort Simpson,yes,YFS,
1738,medium_airport,Makkovik Airport,55.0769004821777,-59.1864013671875,234,CA,Makkovik,yes,YMN,
1739,medium_airport,Texada Gillies Bay Airport,49.6941986083984,-124.517997741699,326,CA,Texada,yes,YGB,
1742,medium_airport,Fort Good Hope Airport,66.2407989501953,-128.651000976563,268,CA,Fort Good Hope,yes,YGH,
1743,medium_airport,Kingston Norman Rogers Airport,44.2252998352051,-76.5969009399414,305,CA,Kingston,yes,YGK,
1744,medium_airport,La Grande Rivière Airport,53.625301361084,-77.7042007446289,639,CA,La Grande Rivière,yes,YGL,
1745,medium_airport,Gimli Industrial Park Airport,50.628101348877,-97.0432968139648,753,CA,Gimli,no,YGM,
1746,medium_airport,Gods Lake Narrows Airport,54.5588989257813,-94.4914016723633,617,CA,Gods Lake Narrows,yes,YGO,
1747,medium_airport,Gaspé (Michel-Pouliot) Airport,48.7752990723,-64.4785995483,112,CA,Gaspé,yes,YGP,
1748,medium_airport,Geraldton Greenstone Regional Airport,49.7783012390137,-86.9393997192383,1144,CA,Geraldton,no,YGQ,
1749,medium_airport,Îles-de-la-Madeleine Airport,47.4247016906738,-61.7780990600586,35,CA,Îles-de-la-Madeleine,yes,YGR,
1750,medium_airport,Igloolik Airport,69.3647003174,-81.8161010742,174,CA,Igloolik,yes,YGT,
1751,medium_airport,Havre-Saint-Pierre Airport,50.281898,-63.611401,124,CA,Havre-Saint-Pierre,no,YGV,
1752,medium_airport,Kuujjuarapik Airport,55.2818984985352,-77.7652969360352,34,CA,Kuujjuarapik,yes,YGW,
1753,medium_airport,Gillam Airport,56.3574981689453,-94.7106018066406,476,CA,Gillam,yes,YGX,
1754,medium_airport,Grise Fiord Airport,76.4261016846,-82.9092025757,146,CA,Grise Fiord,yes,YGZ,
1755,medium_airport,Quaqtaq Airport,61.0463981628418,-69.6177978515625,103,CA,Quaqtaq,yes,YQC,
1757,medium_airport,Dryden Regional Airport,49.831699,-92.744202,1354,CA,Dryden,yes,YHD,
1758,medium_airport,Hope Airport,49.3683013916,-121.498001099,128,CA,Hope,no,YHE,
1759,medium_airport,Hearst René Fontaine Municipal Airport,49.7141990661621,-83.6860961914062,827,CA,Hearst,no,YHF,
1760,medium_airport,Nemiscau Airport,51.6911010742188,-76.1355972290039,802,CA,Nemiscau,yes,YNS,
1761,medium_airport,Ulukhaktok Holman Airport,70.7628021240234,-117.805999755859,117,CA,Ulukhaktok,yes,YHI,
1762,medium_airport,Gjoa Haven Airport,68.635597229,-95.8497009277,152,CA,Gjoa Haven,yes,YHK,
1763,medium_airport,John C. Munro Hamilton International Airport,43.1735992432,-79.9349975586,780,CA,Hamilton,yes,YHM,
1764,medium_airport,Hornepayne Municipal Airport,49.1930999755859,-84.758903503418,1099,CA,Hornepayne,no,YHN,
1765,medium_airport,Hopedale Airport,55.448299407959,-60.2285995483398,39,CA,Hopedale,yes,YHO,
1766,medium_airport,Chevery Airport,50.4688987731934,-59.6366996765137,39,CA,Chevery,yes,YHR,
1767,medium_airport,Haines Junction Airport,60.7891998291016,-137.546005249023,2150,CA,Haines Junction,no,YHT,
1768,medium_airport,Montréal / Saint-Hubert Airport,45.5175018311,-73.4169006348,90,CA,Montréal,yes,YHU,
1769,medium_airport,Hay River / Merlyn Carter Airport,60.8396987915,-115.782997131,541,CA,Hay River,yes,YHY,
1770,large_airport,Halifax / Stanfield International Airport,44.8807983398,-63.5085983276,477,CA,Halifax,yes,YHZ,
1771,medium_airport,Atikokan Municipal Airport,48.7738990784,-91.6386032104,1408,CA,Atikokan,no,YIB,
1772,medium_airport,Digby / Annapolis Regional Airport,44.5458450365,-65.7854247093,499,CA,Digby,no,YDG,
1773,medium_airport,St Augustin Airport,51.2117004395,-58.6582984924,20,CA,St-Augustin,no,YIF,
1774,medium_airport,Ivujivik Airport,62.4173011779785,-77.9253005981445,126,CA,Ivujivik,yes,YIK,
1775,medium_airport,Pond Inlet Airport,72.6832962036,-77.9666976929,181,CA,Pond Inlet,yes,YIO,
1776,medium_airport,Island Lake Airport,53.8572006225586,-94.6536026000977,770,CA,Island Lake,yes,YIV,
1778,medium_airport,Fort Liard Airport,60.2358016968,-123.46900177,708,CA,Fort Liard,no,YJF,
1780,medium_airport,St Jean Airport,45.2943992614746,-73.2810974121094,136,CA,St Jean,no,YJN,
1783,medium_airport,Stephenville Airport,48.5442008972168,-58.5499992370606,84,CA,Stephenville,yes,YJT,
1784,medium_airport,Kamloops Airport,50.7022018433,-120.444000244,1133,CA,Kamloops,yes,YKA,
1786,medium_airport,Aklavik/Freddie Carmichael Airport,68.223297,-135.00599,23,CA,Aklavik,yes,LAK,
1787,medium_airport,Waterloo Airport,43.4608001709,-80.3786010742,1055,CA,Kitchener,yes,YKF,
1788,medium_airport,Kangiqsujuaq (Wakeham Bay) Airport,61.5886001587,-71.929397583,501,CA,Kangiqsujuaq,yes,YWB,
1789,medium_airport,Key Lake Airport,57.2560997009277,-105.61799621582,1679,CA,Key Lake,no,YKJ,
1790,medium_airport,Schefferville Airport,54.8053016662598,-66.8052978515625,1709,CA,Schefferville,yes,YKL,
1791,medium_airport,Akulivik Airport,60.8185997009277,-78.1485977172852,75,CA,Akulivik,yes,AKV,
1792,medium_airport,Waskaganish Airport,51.4733009338379,-78.75830078125,80,CA,Waskaganish,yes,YKQ,
1793,medium_airport,Kirkland Lake Airport,48.2103004455566,-79.9813995361328,1157,CA,Kirkland Lake,no,YKX,
1794,medium_airport,Kindersley Airport,51.5175018311,-109.180999756,2277,CA,Kindersley,no,YKY,YKY
1795,medium_airport,Buttonville Municipal Airport,43.8622016906738,-79.370002746582,650,CA,Toronto,no,YKZ,
1796,medium_airport,Aupaluk Airport,59.2966995239258,-69.5997009277344,119,CA,Aupaluk,yes,YPJ,
1798,medium_airport,Kimmirut Airport,62.8499984741,-69.8833007812,175,CA,Kimmirut,yes,YLC,
1799,medium_airport,Chapleau Airport,47.8199996948242,-83.3467025756836,1470,CA,Chapleau,no,YLD,
1800,medium_airport,Lansdowne House Airport,52.1955986022949,-87.934196472168,834,CA,Lansdowne House,yes,YLH,
1801,medium_airport,Meadow Lake Airport,54.125301361084,-108.523002624512,1576,CA,Meadow Lake,no,YLJ,
1802,medium_airport,Lutselk'e Airport,62.418303,-110.681998,596,CA,Lutselk'e,yes,YSG,
1803,medium_airport,Lloydminster Airport,53.3092002868652,-110.072998046875,2193,CA,Lloydminster,yes,YLL,
1805,medium_airport,Leaf Rapids Airport,56.5133018493652,-99.9852981567383,959,CA,Leaf Rapids,no,YLR,
1806,medium_airport,Alert Airport,82.5177993774,-62.2806015015,100,CA,Alert,no,YLT,
1807,medium_airport,Kangiqsualujjuaq (Georges River) Airport,58.7113990783691,-65.9927978515625,215,CA,Kangiqsualujjuaq,yes,XGR,
1808,large_airport,Kelowna International Airport,49.9561,-119.377998,1421,CA,Kelowna,yes,YLW,
1809,medium_airport,Mayo Airport,63.6164016723633,-135.86799621582,1653,CA,Mayo,no,YMA,
1810,medium_airport,Matane Airport,48.8568992614746,-67.4533004760742,102,CA,Matane,no,YME,
1811,medium_airport,Manitouwadge Airport,49.0839004516602,-85.8606033325195,1198,CA,Manitouwadge,no,YMG,
1812,medium_airport,Mary's Harbour Airport,52.3027992248535,-55.8471984863281,38,CA,Mary's Harbour,yes,YMH,
1813,medium_airport,Moose Jaw Air Vice Marshal C. M. McEwen Airport,50.3302993774414,-105.55899810791,1892,CA,Moose Jaw,no,YMJ,
1814,medium_airport,Charlevoix Airport,47.5974998474121,-70.2238998413086,977,CA,Charlevoix,no,YML,
1815,medium_airport,Fort McMurray Airport,56.653301239,-111.222000122,1211,CA,Fort McMurray,yes,YMM,
1816,medium_airport,Moosonee Airport,51.2910995483398,-80.6078033447266,30,CA,Moosonee,yes,YMO,
1817,medium_airport,Chapais Airport,49.771900177002,-74.5280990600586,1270,CA,Chibougamau,yes,YMT,
1818,medium_airport,Umiujaq Airport,56.5360984802246,-76.5183029174805,250,CA,Umiujaq,yes,YUD,
1820,medium_airport,Montreal International (Mirabel) Airport,45.679501,-74.038696,270,CA,Montréal,no,YMX,
1822,medium_airport,Natashquan Airport,50.189998626709,-61.7891998291016,39,CA,Natashquan,yes,YNA,
1823,medium_airport,Wemindji Airport,53.0106010437012,-78.8311004638672,66,CA,Wemindji,yes,YNC,
1824,medium_airport,Ottawa / Gatineau Airport,45.521702,-75.563599,211,CA,Gatineau,yes,YND,CYND
1825,medium_airport,Norway House Airport,53.9583015441895,-97.8442001342773,734,CA,Norway House,yes,YNE,
1828,medium_airport,Points North Landing Airport,58.2766990661621,-104.082000732422,1605,CA,Points North Landing,yes,YNL,
1829,medium_airport,Matagami Airport,49.7616996765137,-77.8028030395508,918,CA,Matagami,no,YNM,
1832,medium_airport,Ekati Airport,64.6988983154,-110.614997864,1536,CA,Ekati,no,YOA,
1833,medium_airport,Old Crow Airport,67.5706024169922,-139.839004516602,824,CA,Old Crow,yes,YOC,
1834,medium_airport,CFB Cold Lake,54.4049987792969,-110.278999328613,1775,CA,Cold Lake,no,YOD,
1835,medium_airport,Oxford House Airport,54.9333000183106,-95.2789001464844,663,CA,Oxford House,yes,YOH,
1836,medium_airport,High Level Airport,58.6213989257813,-117.165000915527,1110,CA,High Level,yes,YOJ,
1837,medium_airport,Toronto/Oshawa Executive Airport,43.922798,-78.894997,460,CA,Oshawa,no,YOO,CYOO
1838,medium_airport,Rainbow Lake Airport,58.4914016723633,-119.407997131348,1759,CA,Rainbow Lake,yes,YOP,
1839,medium_airport,Owen Sound / Billy Bishop Regional Airport,44.5903015137,-80.8375015259,1007,CA,Owen Sound,no,YOS,
1840,large_airport,Ottawa Macdonald-Cartier International Airport,45.3224983215332,-75.6691970825195,374,CA,Ottawa,yes,YOW,YOW
1842,medium_airport,Prince Albert Glass Field,53.2141990662,-105.672996521,1405,CA,Prince Albert,yes,YPA,
1843,medium_airport,Paulatuk (Nora Aliqatchialuk Ruben) Airport,69.3608381154,-124.075469971,15,CA,Paulatuk,yes,YPC,
1844,medium_airport,Port Hawkesbury Airport,45.6567001343,-61.3680992126,377,CA,Port Hawkesbury,no,YPS,
1845,medium_airport,Peace River Airport,56.226898,-117.446999,1873,CA,Peace River,yes,YPE,
1846,medium_airport,Portage-la-Prairie / Southport Airport,49.903099,-98.273817,885,CA,Portage la Prairie,no,YPG,
1847,medium_airport,Inukjuak Airport,58.4719009399414,-78.0768966674805,83,CA,Inukjuak,yes,YPH,
1849,medium_airport,Pickle Lake Airport,51.4463996887207,-90.2142028808594,1267,CA,Pickle Lake,yes,YPL,
1850,medium_airport,Pikangikum Airport,51.8196983337402,-93.9732971191406,1114,CA,Pikangikum,yes,YPM,
1851,medium_airport,Port Menier Airport,49.8363990783691,-64.2885971069336,167,CA,Port-Menier,no,YPN,
1852,medium_airport,Peawanuck Airport,54.9880981445313,-85.4432983398437,173,CA,Peawanuck,yes,YPO,
1854,medium_airport,Peterborough Airport,44.2299995422363,-78.3632965087891,628,CA,Peterborough,no,YPQ,
1855,medium_airport,Prince Rupert Airport,54.2860984802,-130.445007324,116,CA,Prince Rupert,yes,YPR,
1859,medium_airport,Powell River Airport,49.8342018127441,-124.5,425,CA,Powell River,yes,YPW,
1860,medium_airport,Puvirnituq Airport,60.0505981445312,-77.2869033813477,74,CA,Puvirnituq,no,YPX,
1861,medium_airport,Fort Chipewyan Airport,58.7672004699707,-111.116996765137,761,CA,Fort Chipewyan,yes,YPY,
1863,medium_airport,Muskoka Airport,44.9747009277344,-79.3032989501953,925,CA,Muskoka,no,YQA,
1864,medium_airport,Quebec Jean Lesage International Airport,46.7911,-71.393303,244,CA,Quebec,yes,YQB,YQB
1865,medium_airport,The Pas Airport,53.9714012145996,-101.091003417969,887,CA,The Pas,yes,YQD,
1866,medium_airport,Red Deer Regional Airport,52.1822013854981,-113.893997192383,2968,CA,Red Deer,no,YQF,
1867,medium_airport,Windsor Airport,42.2756004333496,-82.9555969238281,622,CA,Windsor,yes,YQG,
1868,medium_airport,Watson Lake Airport,60.1164016723633,-128.822006225586,2255,CA,Watson Lake,no,YQH,
1869,medium_airport,Yarmouth Airport,43.8269004821777,-66.0880966186523,141,CA,Yarmouth,no,YQI,
1870,medium_airport,Kenora Airport,49.7882995605469,-94.3630981445312,1332,CA,Kenora,yes,YQK,
1871,medium_airport,Lethbridge County Airport,49.6302986145,-112.800003052,3048,CA,Lethbridge,yes,YQL,
1872,medium_airport,Greater Moncton Roméo LeBlanc International Airport,46.112202,-64.678596,232,CA,Moncton,yes,YQM,
1873,medium_airport,Nakina Airport,50.1828002929688,-86.696403503418,1057,CA,Nakina,yes,YQN,
1874,medium_airport,Comox Valley Airport / CFB Comox,49.7108,-124.887001,84,CA,Comox,yes,YQQ,
1875,medium_airport,Regina International Airport,50.4319000244141,-104.666000366211,1894,CA,Regina,yes,YQR,
1876,medium_airport,St Thomas Municipal Airport,42.7700004577637,-81.1108016967773,778,CA,St Thomas,no,YQS,
