iata_code,type,name,latitude_deg,longitude_deg,elevation_ft,iso_country,municipality,scheduled_service,local_code,country
WKK,medium_airport,Aleknagik / New Airport,59.2826004028,-158.617996216,66,US,Aleknagik,yes,5A8,United States
BLD,large_airport,Boulder City-Lake Mead International Airport,35.947498,-114.861,2201,US,Boulder City,no,BVU,United States
MFH,large_airport,Mesquite International Airport,36.834999,-114.055,1978,US,Mesquite,no,67L,United States
ABE,medium_airport,Lehigh Valley International Airport,40.651773,-75.442797,393,US,Allentown,yes,ABE,United States
ABI,medium_airport,Abilene Regional Airport,32.4113006592,-99.6819000244,1791,US,Abilene,yes,ABI,United States
ABQ,large_airport,Albuquerque International Sunport,35.040199,-106.609001,5355,US,Albuquerque,yes,ABQ,United States
ABR,medium_airport,Aberdeen Regional Airport,45.4491004943848,-98.4217987060547,1302,US,Aberdeen,yes,ABR,United States
ABY,medium_airport,Southwest Georgia Regional Airport,31.5354995727539,-84.1945037841797,197,US,Albany,yes,ABY,United States
ACK,medium_airport,Nantucket Memorial Airport,41.25310135,-70.06020355,47,US,Nantucket,yes,ACK,United States
ACT,medium_airport,Waco Regional Airport,31.6112995147705,-97.2304992675781,516,US,Waco,yes,ACT,United States
ACV,large_airport,California Redwood Coast-Humboldt County International Airport,40.978101,-124.109,221,US,Arcata/Eureka,yes,ACV,United States
ACY,medium_airport,Atlantic City International Airport,39.4575996398926,-74.5772018432617,75,US,Atlantic City,yes,ACY,United States
ADW,large_airport,Joint Base Andrews,38.810799,-76.866997,280,US,Camp Springs,no,ADW,United States
AEX,medium_airport,Alexandria International Airport,31.3274,-92.549797,89,US,Alexandria,yes,AEX,United States
AFW,large_airport,Fort Worth Alliance Airport,32.9875984192,-97.3188018799,722,US,Fort Worth,no,AFW,United States
AGC,medium_airport,Allegheny County Airport,40.3544006347656,-79.9301986694336,1252,US,Pittsburgh,no,AGC,United States
AGS,large_airport,Augusta Regional At Bush Field,33.3698997497559,-81.9645004272461,144,US,Augusta,yes,AGS,United States
AHN,medium_airport,Athens Ben Epps Airport,33.948600769043,-83.326301574707,808,US,Athens,yes,AHN,United States
AKC,medium_airport,Akron Executive Airport,41.037498,-81.466904,1067,US,Akron,no,AKR,United States
ALB,medium_airport,Albany International Airport,42.7482986450195,-73.8016967773438,285,US,Albany,yes,ALB,United States
ALI,medium_airport,Alice International Airport,27.7409000397,-98.0269012451,178,US,Alice,no,ALI,United States
ALM,medium_airport,Alamogordo White Sands Regional Airport,32.8399009705,-105.990997314,4200,US,Alamogordo,no,ALM,United States
ALN,medium_airport,St Louis Regional Airport,38.8903007507,-90.0459976196,544,US,Alton/St Louis,no,ALN,United States
ALO,medium_airport,Waterloo Regional Airport,42.5570983886719,-92.4002990722656,873,US,Waterloo,yes,ALO,United States
ALS,medium_airport,San Luis Valley Regional Airport/Bergman Field,37.434898,-105.866997,7539,US,Alamosa,yes,ALS,United States
ALW,medium_airport,Walla Walla Regional Airport,46.09489822,-118.288002,1194,US,Walla Walla,yes,ALW,United States
AMA,large_airport,Rick Husband Amarillo International Airport,35.219398,-101.706001,3607,US,Amarillo,yes,AMA,United States
ANB,medium_airport,Anniston Regional Airport,33.5882,-85.8581,612,US,Anniston,no,ANB,United States
AND,medium_airport,Anderson Regional Airport,34.4945983887,-82.7093963623,782,US,Anderson,no,AND,United States
AOO,medium_airport,Altoona Blair County Airport,40.29639816,-78.31999969,1503,US,Altoona,yes,AOO,United States
APA,medium_airport,Centennial Airport,39.57009888,-104.848999,5885,US,Denver,no,APA,United States
APF,medium_airport,Naples Municipal Airport,26.1525993347,-81.7752990723,8,US,Naples,no,APF,United States
APG,medium_airport,Phillips Army Air Field,39.466202,-76.1688,57,US,Aberdeen Proving Grounds(Aberdeen),no,APG,United States
APN,medium_airport,Alpena County Regional Airport,45.0780983,-83.56030273,690,US,Alpena,yes,APN,United States
ARA,medium_airport,Acadiana Regional Airport,30.0378,-91.883904,24,US,New Iberia,no,ARA,United States
ART,medium_airport,Watertown International Airport,43.9919013977051,-76.0216979980469,325,US,Watertown,yes,ART,United States
ASE,medium_airport,Aspen-Pitkin Co/Sardy Field,39.22320175,-106.8690033,7820,US,Aspen,yes,ASE,United States
AST,medium_airport,Astoria Regional Airport,46.158000946,-123.878997803,15,US,Astoria,no,AST,United States
ATL,large_airport,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026,US,Atlanta,yes,ATL,United States
ATY,medium_airport,Watertown Regional Airport,44.91400146,-97.15470123,1749,US,Watertown,yes,ATY,United States
AUG,medium_airport,Augusta State Airport,44.3205986023,-69.7973022461,352,US,Augusta,yes,AUG,United States
AUS,large_airport,Austin Bergstrom International Airport,30.197535,-97.662015,542,US,Austin,yes,AUS,United States
AUW,medium_airport,Wausau Downtown Airport,44.9262008667,-89.6266021729,1201,US,Wausau,no,AUW,United States
AVL,medium_airport,Asheville Regional Airport,35.436199,-82.541801,2165,US,Asheville,yes,AVL,United States
AVP,medium_airport,Wilkes Barre Scranton International Airport,41.3385009766,-75.7233963013,962,US,Wilkes-Barre/Scranton,yes,AVP,United States
AXN,medium_airport,Chandler Field,45.8662986755,-95.3946990967,1425,US,Alexandria,no,AXN,United States
AZO,medium_airport,Kalamazoo Battle Creek International Airport,42.2349014282227,-85.5521011352539,874,US,Kalamazoo,yes,AZO,United States
BAB,large_airport,Beale Air Force Base,39.136100769,-121.43699646,113,US,Marysville,no,BAB,United States
BAD,large_airport,Barksdale Air Force Base,32.5018005371,-93.6626968384,166,US,Bossier City,no,BAD,United States
BAF,medium_airport,Westfield-Barnes Regional Airport,42.157799,-72.715599,271,US,Westfield/Springfield,no,BAF,United States
CLU,medium_airport,Columbus Municipal Airport,39.2619018555,-85.8963012695,656,US,Columbus,no,BAK,United States
BBD,medium_airport,Curtis Field,31.1793003082,-99.3238983154,1827,US,Brady,no,BBD,United States
BCE,medium_airport,Bryce Canyon Airport,37.706401825,-112.144996643,7590,US,Bryce Canyon,no,BCE,United States
BDE,medium_airport,Baudette International Airport,48.7284011841,-94.612197876,1086,US,Baudette,no,BDE,United States
BDL,large_airport,Bradley International Airport,41.9388999939,-72.6831970215,173,US,Hartford,yes,BDL,United States
BDR,medium_airport,Igor I Sikorsky Memorial Airport,41.163501739502,-73.1261978149414,9,US,Bridgeport,yes,BDR,United States
BED,medium_airport,Laurence G Hanscom Field,42.47000122,-71.28900146,133,US,Bedford,no,BED,United States
BFD,medium_airport,Bradford Regional Airport,41.8031005859375,-78.6400985717773,2143,US,Bradford,yes,BFD,United States
BFF,medium_airport,Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,3967,US,Scottsbluff,yes,BFF,United States
BFI,medium_airport,Boeing Field King County International Airport,47.529999,-122.302002,21,US,Seattle,yes,BFI,United States
BFL,medium_airport,Meadows Field,35.433601,-119.056999,510,US,Bakersfield,yes,BFL,United States
BFM,medium_airport,Mobile Downtown Airport,30.6268005371,-88.0680999756,26,US,Mobile,no,BFM,United States
BGM,medium_airport,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,1636,US,Binghamton,yes,BGM,United States
BGR,large_airport,Bangor International Airport,44.8073997497559,-68.8281021118164,192,US,Bangor,yes,BGR,United States
BHB,medium_airport,Hancock County-Bar Harbor Airport,44.45000076,-68.3615036,83,US,Bar Harbor,yes,BHB,United States
BHM,large_airport,Birmingham-Shuttlesworth International Airport,33.56290054,-86.75350189,650,US,Birmingham,yes,BHM,United States
BIF,medium_airport,Biggs Army Air Field (Fort Bliss),31.84950066,-106.3799973,3946,US,Fort Bliss/El Paso,no,BIF,United States
BIH,medium_airport,Eastern Sierra Regional Airport,37.3731002808,-118.363998413,4124,US,Bishop,no,BIH,United States
BIL,large_airport,Billings Logan International Airport,45.8077011108398,-108.542999267578,3652,US,Billings,yes,BIL,United States
BIS,medium_airport,Bismarck Municipal Airport,46.7727012634277,-100.746002197266,1661,US,Bismarck,yes,BIS,United States
BIX,medium_airport,Keesler Air Force Base,30.4104003906,-88.9244003296,33,US,Biloxi,no,BIX,United States
BJC,medium_airport,Rocky Mountain Metropolitan Airport,39.90879822,-105.1169968,5673,US,Denver,no,BJC,United States
BJI,medium_airport,Bemidji Regional Airport,47.50939941,-94.93370056,1391,US,Bemidji,no,BJI,United States
BKE,medium_airport,Baker City Municipal Airport,44.8372993469,-117.808998108,3373,US,Baker City,no,BKE,United States
BFK,medium_airport,Buckley Space Force Base,39.701698,-104.751999,5662,US,Aurora,no,BKF,United States
BKL,medium_airport,Burke Lakefront Airport,41.5175018310547,-81.6832962036133,583,US,Cleveland,no,BKL,United States
BKW,medium_airport,Raleigh County Memorial Airport,37.7873001099,-81.1241989136,2504,US,Beckley,yes,BKW,United States
BLF,medium_airport,Mercer County Airport,37.2957992553711,-81.2077026367188,2857,US,Bluefield,yes,BLF,United States
BLH,medium_airport,Blythe Airport,33.6192016602,-114.717002869,399,US,Blythe,no,BLH,United States
BLI,medium_airport,Bellingham International Airport,48.7928009033203,-122.53800201416,170,US,Bellingham,yes,BLI,United States
BLV,large_airport,Scott AFB/Midamerica Airport,38.5452,-89.835197,459,US,Belleville,yes,BLV,United States
BMG,medium_airport,Monroe County Airport,39.1459999084473,-86.61669921875,846,US,Bloomington,no,BMG,United States
BMI,large_airport,Central Illinois Regional Airport at Bloomington-Normal,40.47710037,-88.91590118,871,US,Bloomington/Normal,yes,BMI,United States
BNA,large_airport,Nashville International Airport,36.1245002746582,-86.6781997680664,599,US,Nashville,yes,BNA,United States
BNO,medium_airport,Burns Municipal Airport,43.5918998718,-118.955001831,4148,US,Burns,no,BNO,United States
BOI,large_airport,Boise Air Terminal/Gowen Field,43.5644,-116.223,2871,US,Boise,yes,BOI,United States
BOS,large_airport,Logan International Airport,42.3643,-71.005203,20,US,Boston,yes,BOS,United States
BPI,medium_airport,Miley Memorial Field,42.58509827,-110.1110001,6990,US,Big Piney,no,BPI,United States
WMH,medium_airport,Ozark Regional Airport,36.3689002991,-92.4704971313,928,US,Mountain Home,no,BPK,United States
BPT,medium_airport,Jack Brooks Regional Airport,29.9508,-94.020699,15,US,Beaumont/Port Arthur,yes,BPT,United States
BQK,medium_airport,Brunswick Golden Isles Airport,31.2588005065918,-81.4664993286133,26,US,Brunswick,yes,BQK,United States
BRD,medium_airport,Brainerd Lakes Regional Airport,46.39830017,-94.13809967,1232,US,Brainerd,yes,BRD,United States
BRL,medium_airport,Southeast Iowa Regional Airport,40.7831993103027,-91.1255035400391,698,US,Burlington,yes,BRL,United States
BRO,medium_airport,Brownsville South Padre Island International Airport,25.9067993164062,-97.4259033203125,22,US,Brownsville,yes,BRO,United States
BTL,medium_airport,Battle Creek Executive Airport at Kellogg Field,42.307301,-85.251503,952,US,Battle Creek,no,BTL,United States
BTM,medium_airport,Bert Mooney Airport,45.9547996520996,-112.497001647949,5550,US,Butte,yes,BTM,United States
BTR,medium_airport,Baton Rouge Metropolitan Airport,30.533199,-91.149597,70,US,Baton Rouge,yes,BTR,United States
BTV,medium_airport,Burlington International Airport,44.4719009399,-73.1532974243,335,US,Burlington,yes,BTV,United States
BUF,large_airport,Buffalo Niagara International Airport,42.94049835,-78.73220062,728,US,Buffalo,yes,BUF,United States
BUR,medium_airport,Bob Hope Airport,34.197703,-118.356378,778,US,Burbank,yes,BUR,United States
BFP,medium_airport,Beaver County Airport,40.7724990845,-80.3914031982,1253,US,Beaver Falls,no,BVI,United States
BVY,medium_airport,Beverly Regional Airport,42.584202,-70.916496,107,US,Beverly / Danvers,no,BVY,United States
BWG,medium_airport,Bowling Green Warren County Regional Airport,36.9645004272,-86.4197006226,547,US,Bowling Green,no,BWG,United States
BWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,146,US,Baltimore,yes,BWI,United States
BYH,medium_airport,Arkansas International Airport,35.9642982483,-89.9440002441,254,US,Blytheville,no,BYH,United States
BYI,medium_airport,Burley Municipal Airport,42.5425987244,-113.772003174,4150,US,Burley,no,BYI,United States
BYS,medium_airport,Bicycle Lake Army Air Field,35.2804985046,-116.629997253,2350,US,Fort Irwin/Barstow,no,BYS,United States
BZN,medium_airport,Gallatin Field,45.77750015,-111.1529999,4473,US,Bozeman,yes,BZN,United States
CAE,large_airport,Columbia Metropolitan Airport,33.9388008117676,-81.119499206543,236,US,Columbia,yes,CAE,United States
CAK,medium_airport,Akron Canton Regional Airport,40.9160995483398,-81.4421997070312,1228,US,Akron,yes,CAK,United States
CAR,medium_airport,Caribou Municipal Airport,46.8714981079,-68.0178985596,626,US,Caribou,no,CAR,United States
CBM,large_airport,Columbus Air Force Base,33.6437988281,-88.4438018799,219,US,Columbus,no,CBM,United States
CCY,medium_airport,Northeast Iowa Regional Airport,43.0726013184,-92.6108016968,1125,US,Charles City,no,CCY,United States
CDC,medium_airport,Cedar City Regional Airport,37.701000213623,-113.098999023438,5622,US,Cedar City,yes,CDC,United States
CDR,medium_airport,Chadron Municipal Airport,42.837600708,-103.095001221,3297,US,Chadron,no,CDR,United States
CDS,medium_airport,Childress Municipal Airport,34.4337997437,-100.288002014,1954,US,Childress,no,CDS,United States
CEC,medium_airport,Jack Mc Namara Field Airport,41.78020096,-124.2369995,61,US,Crescent City,yes,CEC,United States
CEF,medium_airport,Westover ARB/Metropolitan Airport,42.19400024,-72.53479767,241,US,Springfield/Chicopee,no,CEF,United States
CEW,medium_airport,Bob Sikes Airport,30.778799057,-86.522102356,213,US,Crestview,no,CEW,United States
CGF,medium_airport,Cuyahoga County Airport,41.5651016235,-81.4863967896,879,US,Cleveland,no,CGF,United States
CGI,medium_airport,Cape Girardeau Regional Airport,37.2252998352051,-89.57080078125,342,US,Cape Girardeau,yes,CGI,United States
CHA,large_airport,Chattanooga Metropolitan Airport (Lovell Field),35.035301,-85.203796,683,US,Chattanooga,yes,CHA,United States
CHO,medium_airport,Charlottesville Albemarle Airport,38.138599395752,-78.4529037475586,639,US,Charlottesville,yes,CHO,United States
CHS,large_airport,Charleston International Airport,32.898602,-80.040497,46,US,Charleston,yes,CHS,United States
CID,large_airport,The Eastern Iowa Airport,41.884701,-91.7108,869,US,Cedar Rapids,yes,CID,United States
CIU,medium_airport,Chippewa County International Airport,46.2508010864258,-84.4723968505859,800,US,Sault Ste Marie,yes,CIU,United States
CKB,medium_airport,North Central West Virginia Airport,39.2966003418,-80.2281036377,1217,US,Clarksburg,yes,CKB,United States
CLE,large_airport,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099,791,US,Cleveland,yes,CLE,United States
CLL,medium_airport,Easterwood Field,30.58860016,-96.36380005,320,US,College Station,yes,CLL,United States
CLM,medium_airport,William R Fairchild International Airport,48.1202011108398,-123.5,291,US,Port Angeles,yes,CLM,United States
CLT,large_airport,Charlotte Douglas International Airport,35.2140007019043,-80.9430999755859,748,US,Charlotte,yes,CLT,United States
CMH,large_airport,John Glenn Columbus International Airport,39.998001,-82.891899,815,US,Columbus,yes,CMH,United States
CMI,medium_airport,University of Illinois Willard Airport,40.03919983,-88.27809906,755,US,Champaign/Urbana,yes,CMI,United States
CMX,medium_airport,Houghton County Memorial Airport,47.168399810791,-88.4890975952149,1095,US,Hancock,yes,CMX,United States
CNM,medium_airport,Cavern City Air Terminal,32.3375015258789,-104.263000488281,3295,US,Carlsbad,yes,CNM,United States
CNU,medium_airport,Chanute Martin Johnson Airport,37.668800354,-95.4850997925,1002,US,Chanute,no,CNU,United States
COD,medium_airport,Yellowstone Regional Airport,44.520198822,-109.024002075,5102,US,Cody,no,COD,United States
COE,medium_airport,Coeur D'Alene - Pappy Boyington Field,47.77429962,-116.8199997,2320,US,Coeur d'Alene,no,COE,United States
COF,medium_airport,Patrick Air Force Base,28.2348995209,-80.6100997925,8,US,Cocoa Beach,no,COF,United States
CON,medium_airport,Concord Municipal Airport,43.20270157,-71.50229645,342,US,Concord,no,CON,United States
COS,large_airport,City of Colorado Springs Municipal Airport,38.805801,-104.700996,6187,US,Colorado Springs,yes,COS,United States
COU,medium_airport,Columbia Regional Airport,38.8181,-92.219597,889,US,Columbia,yes,COU,United States
CPR,medium_airport,Casper-Natrona County International Airport,42.908001,-106.463997,5350,US,Casper,yes,CPR,United States
CRE,medium_airport,Grand Strand Airport,33.8116989136,-78.7238998413,32,US,North Myrtle Beach,no,CRE,United States
CRG,medium_airport,Jacksonville Executive at Craig Airport,30.3362998962,-81.5143966675,41,US,Jacksonville,no,CRG,United States
CRP,large_airport,Corpus Christi International Airport,27.7703990936279,-97.5011978149414,44,US,Corpus Christi,yes,CRP,United States
CLD,medium_airport,Mc Clellan-Palomar Airport,33.12829971,-117.2799988,331,US,Carlsbad,no,CRQ,United States
CRW,large_airport,Yeager Airport,38.3731002807617,-81.5932006835937,981,US,Charleston,yes,CRW,United States
CSG,medium_airport,Columbus Metropolitan Airport,32.516300201416,-84.9389038085937,397,US,Columbus,yes,CSG,United States
CSV,medium_airport,Crossville Memorial Whitson Field,35.9513015747,-85.0849990845,1881,US,Crossville,no,CSV,United States
CTB,medium_airport,Cut Bank International Airport,48.6083984375,-112.375999451,3854,US,Cut Bank,no,CTB,United States
CUB,medium_airport,Jim Hamilton L.B. Owens Airport,33.970500946,-80.9952011108,193,US,Columbia,no,CUB,United States
CVG,large_airport,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,896,US,Cincinnati / Covington,yes,CVG,United States
CVO,medium_airport,Corvallis Municipal Airport,44.49720001,-123.2900009,250,US,Corvallis,no,CVO,United States
CVS,medium_airport,Cannon Air Force Base,34.382801,-103.321999,4295,US,Clovis,no,CVS,United States
CWA,medium_airport,Central Wisconsin Airport,44.7775993347,-89.6668014526,1277,US,Mosinee,no,CWA,United States
CXO,medium_airport,Conroe-North Houston Regional Airport,30.351801,-95.414497,245,US,Houston,no,CXO,United States
CYS,medium_airport,Cheyenne Regional Jerry Olson Field,41.15570068,-104.8119965,6159,US,Cheyenne,yes,CYS,United States
DAA,medium_airport,Davison Army Air Field,38.7150001526,-77.1809997559,73,US,Fort Belvoir,no,DAA,United States
DAB,medium_airport,Daytona Beach International Airport,29.179899,-81.058098,34,US,Daytona Beach,yes,DAB,United States
DAG,medium_airport,Barstow Daggett Airport,34.85369873,-116.7870026,1930,US,Daggett,no,DAG,United States
DAL,large_airport,Dallas Love Field,32.847099,-96.851799,487,US,Dallas,yes,DAL,United States
DAN,medium_airport,Danville Regional Airport,36.5728988647461,-79.3360977172852,571,US,Danville,no,DAN,United States
DAY,large_airport,James M Cox Dayton International Airport,39.902400970459,-84.2193984985352,1009,US,Dayton,yes,DAY,United States
DBQ,medium_airport,Dubuque Regional Airport,42.402,-90.709503,1077,US,Dubuque,yes,DBQ,United States
DCA,large_airport,Ronald Reagan Washington National Airport,38.8521,-77.037697,15,US,Washington,yes,DCA,United States
DDC,medium_airport,Dodge City Regional Airport,37.7634010314941,-99.9655990600586,2594,US,Dodge City,yes,DDC,United States
DEC,medium_airport,Decatur Airport,39.8345985412598,-88.8656997680664,682,US,Decatur,yes,DEC,United States
DEN,large_airport,Denver International Airport,39.861698150635,-104.672996521,5431,US,Denver,yes,DEN,United States
DET,medium_airport,Coleman A. Young Municipal Airport,42.40919876,-83.00990295,626,US,Detroit,no,DET,United States
DFW,large_airport,Dallas Fort Worth International Airport,32.896801,-97.038002,607,US,Dallas-Fort Worth,yes,DFW,United States
DHN,medium_airport,Dothan Regional Airport,31.3213005065918,-85.4496002197266,401,US,Dothan,yes,DHN,United States
DHT,medium_airport,Dalhart Municipal Airport,36.0225982666,-102.54699707,3991,US,Dalhart,no,DHT,United States
DIK,medium_airport,Dickinson Theodore Roosevelt Regional Airport,46.7974014282,-102.802001953,2592,US,Dickinson,no,DIK,United States
DLF,large_airport,Laughlin Air Force Base,29.359501,-100.778002,1082,US,Del Rio,no,DLF,United States
DLH,large_airport,Duluth International Airport,46.8420982361,-92.1936035156,1428,US,Duluth,yes,DLH,United States
DLS,medium_airport,Columbia Gorge Regional Airport,45.620979,-121.170777,247,US,Dallesport / The Dalles,no,DLS,United States
DMA,medium_airport,Davis Monthan Air Force Base,32.1665000916,-110.883003235,2704,US,Tucson,no,DMA,United States
DMN,medium_airport,Deming Municipal Airport,32.262298584,-107.721000671,4314,US,Deming,no,DMN,United States
DNL,medium_airport,Daniel Field,33.4664993286,-82.0393981934,423,US,Augusta,no,DNL,United States
DOV,large_airport,Dover Air Force Base,39.12950134,-75.46600342,24,US,Dover,no,DOV,United States
DPA,medium_airport,Dupage Airport,41.90779877,-88.24859619,759,US,Chicago/West Chicago,no,DPA,United States
DRA,medium_airport,Desert Rock Airport,36.6194,-116.032997,3314,US,Mercury,no,NV65,United States
DRI,medium_airport,Beauregard Regional Airport,30.831699,-93.339897,202,US,DeRidder,no,DRI,United States
DRT,medium_airport,Del Rio International Airport,29.3742008209,-100.927001953,1002,US,Del Rio,no,DRT,United States
DSM,medium_airport,Des Moines International Airport,41.534,-93.663101,958,US,Des Moines,yes,DSM,United States
DTW,large_airport,Detroit Metropolitan Wayne County Airport,42.2123985290527,-83.353401184082,645,US,Detroit,yes,DTW,United States
DUG,medium_airport,Bisbee Douglas International Airport,31.4689998627,-109.603996277,4154,US,Douglas Bisbee,no,DUG,United States
DUJ,medium_airport,DuBois Regional Airport,41.17829895,-78.8986969,1817,US,Dubois,yes,DUJ,United States
DYS,large_airport,Dyess Air Force Base,32.4207992554,-99.854598999,1789,US,Abilene,no,DYS,United States
EAT,medium_airport,Pangborn Memorial Airport,47.3988990784,-120.207000732,1249,US,Wenatchee,no,EAT,United States
EAU,medium_airport,Chippewa Valley Regional Airport,44.8657989501953,-91.4842987060547,913,US,Eau Claire,yes,EAU,United States
ECG,medium_airport,Elizabeth City Regional Airport & Coast Guard Air Station,36.260601,-76.174599,11,US,Elizabeth City,no,ECG,United States
EDW,large_airport,Edwards Air Force Base,34.905399,-117.884003,2312,US,Edwards,no,EDW,United States
EED,medium_airport,Needles Airport,34.7663002014,-114.623001099,983,US,Needles,no,EED,United States
EEN,medium_airport,Dillant Hopkins Airport,42.898399,-72.270798,488,US,Keene,no,EEN,United States
EFD,medium_airport,Ellington Airport,29.6072998047,-95.1587982178,32,US,Houston,no,EFD,United States
EGE,medium_airport,Eagle County Regional Airport,39.64260101,-106.9179993,6548,US,Eagle,yes,EGE,United States
EGI,medium_airport,Duke Field,30.65040016,-86.52290344,191,US,Crestview,no,EGI,United States
EKA,medium_airport,Murray Field,40.8033981323,-124.112998962,7,US,Eureka,no,EKA,United States
EKN,medium_airport,Elkins-Randolph Co-Jennings Randolph Field,38.88940048,-79.85710144,1987,US,Elkins,no,EKN,United States
EKO,medium_airport,Elko Regional Airport,40.8249015808106,-115.791999816895,5140,US,Elko,yes,EKO,United States
ELD,medium_airport,South Arkansas Regional At Goodwin Field,33.2210006713867,-92.8133010864258,277,US,El Dorado,yes,ELD,United States
ELM,medium_airport,Elmira Corning Regional Airport,42.1599006652832,-76.8916015625,954,US,Elmira/Corning,yes,ELM,United States
LYU,medium_airport,Ely Municipal Airport,47.82450104,-91.83070374,1456,US,Ely,no,ELO,United States
ELP,medium_airport,El Paso International Airport,31.80719948,-106.3779984,3959,US,El Paso,yes,ELP,United States
ELY,medium_airport,Ely Airport Yelland Field,39.29970169,-114.8420029,6259,US,Ely,no,ELY,United States
END,large_airport,Vance Air Force Base,36.3391990662,-97.9164962769,1307,US,Enid,no,END,United States
ENV,medium_airport,Wendover Airport,40.7187004089,-114.03099823,4237,US,Wendover,no,ENV,United States
ENW,medium_airport,Kenosha Regional Airport,42.59569931,-87.92780304,742,US,Kenosha,no,ENW,United States
ERI,large_airport,Erie International Tom Ridge Field,42.0831270134,-80.1738667488,732,US,Erie,yes,ERI,United States
ESF,medium_airport,Esler Regional Airport,31.3948993683,-92.2957992554,112,US,Alexandria,no,ESF,United States
EUG,medium_airport,Mahlon Sweet Field,44.1245994567871,-123.21199798584,374,US,Eugene,yes,EUG,United States
EVV,medium_airport,Evansville Regional Airport,38.0369987488,-87.5324020386,418,US,Evansville,yes,EVV,United States
EVW,medium_airport,Evanston-Uinta County Airport-Burns Field,41.27479935,-111.0350037,7143,US,Evanston,no,EVW,United States
EWB,medium_airport,New Bedford Regional Airport,41.6761016845703,-70.956901550293,80,US,New Bedford,yes,EWB,United States
EWN,medium_airport,Coastal Carolina Regional Airport,35.0730018616,-77.0429000854,18,US,New Bern,yes,EWN,United States
EWR,large_airport,Newark Liberty International Airport,40.692501,-74.168701,18,US,New York,yes,EWR,United States
EYW,medium_airport,Key West International Airport,24.556101,-81.759598,3,US,Key West,yes,EYW,United States
FAF,medium_airport,Felker Army Air Field,37.1324996948,-76.6088027954,12,US,Fort Eustis,no,FAF,United States
FAR,medium_airport,Hector International Airport,46.9207000732422,-96.815803527832,902,US,Fargo,yes,FAR,United States
FAT,medium_airport,Fresno Yosemite International Airport,36.776199,-119.718002,336,US,Fresno,yes,FAT,United States
FAY,medium_airport,Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302,189,US,Fayetteville,yes,FAY,United States
FBG,medium_airport,Simmons Army Air Field,35.13180161,-78.93669891,244,US,Fort Bragg,no,FBG,United States
FCS,medium_airport,Butts AAF (Fort Carson) Air Field,38.67839813,-104.7570038,5838,US,Fort Carson,no,FCS,United States
FDY,medium_airport,Findlay Airport,41.0135002136,-83.6687011719,813,US,Findlay,no,FDY,United States
FFO,large_airport,Wright-Patterson Air Force Base,39.8260993958,-84.0483016968,823,US,Dayton,no,FFO,United States
FHU,medium_airport,Sierra Vista Municipal Airport / Libby Army Air Field,31.587383,-110.348225,4719,US,Fort Huachuca / Sierra Vista,yes,FHU,United States
FKL,medium_airport,Venango Regional Airport,41.3778991699,-79.8603973389,1540,US,Franklin,no,FKL,United States
FLG,large_airport,Flagstaff Pulliam International Airport,35.1385,-111.670998,7014,US,Flagstaff,yes,FLG,United States
FLL,large_airport,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,9,US,Fort Lauderdale,yes,FLL,United States
FLO,medium_airport,Florence Regional Airport,34.1853981018066,-79.7238998413086,146,US,Florence,yes,FLO,United States
FME,medium_airport,Tipton Airport,39.0853996277,-76.7593994141,150,US,Fort Meade(Odenton),no,FME,United States
FMN,medium_airport,Four Corners Regional Airport,36.7411994934,-108.230003357,5506,US,Farmington,no,FMN,United States
FMY,medium_airport,Page Field,26.58659935,-81.8632965088,17,US,Fort Myers,no,FMY,United States
FNT,medium_airport,Bishop International Airport,42.9654006958008,-83.7435989379883,782,US,Flint,yes,FNT,United States
FOD,medium_airport,Fort Dodge Regional Airport,42.55149841,-94.19259644,1156,US,Fort Dodge,yes,FOD,United States
FOE,medium_airport,Topeka Regional Airport,38.950901,-95.663597,1078,US,Topeka,no,FOE,United States
FPR,medium_airport,St Lucie County International Airport,27.49510002,-80.36830139,24,US,Fort Pierce,no,FPR,United States
FRG,medium_airport,Republic Airport,40.7288017273,-73.4133987427,82,US,Farmingdale,no,FRG,United States
FRI,medium_airport,Marshall Army Air Field,39.053021,-96.764202,1065,US,Fort Riley (Junction City),no,FRI,United States
FSD,medium_airport,Sioux Falls Regional Airport / Joe Foss Field,43.585463,-96.741152,1429,US,Sioux Falls,yes,FSD,United States
FSI,medium_airport,Henry Post Army Air Field (Fort Sill),34.64979935,-98.40219879,1189,US,Fort Sill,no,FSI,United States
FSM,large_airport,Fort Smith Regional Airport,35.3366012573242,-94.3674011230469,469,US,Fort Smith,yes,FSM,United States
FST,medium_airport,Fort Stockton Pecos County Airport,30.9157009125,-102.916000366,3011,US,Fort Stockton,no,FST,United States
FTK,medium_airport,Godman Army Air Field,37.9071006775,-85.9720993042,756,US,Fort Knox,no,FTK,United States
FTW,large_airport,Fort Worth Meacham International Airport,32.819801,-97.362396,710,US,Fort Worth,no,FTW,United States
